ID,title,category,target,weapon,killedinac,injured,datetimest,MGRS,GARS,GEOREF,USNG,UTM
463,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,0,2,9/29/2014 0:00,10SEF9612653868,117LP34,DJPG0450537530,10S EF 96126 53868,10S 596125 4053867
464,IED EXPLOSION RPT,IED,Friendly,CWIED,1,0,9/29/2014 0:00,10SFF0206651354,117LP35,DJPG0847136134,10S FF 02066 51354,10S 602065 4051354
465,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,6,8,9/29/2014 0:00,10SFF0107549958,117LP35,DJPG0779535385,10S FF 01075 49958,10S 601074 4049958
466,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,1,9/29/2014 0:00,10SEF9684452897,117LP34,DJPG0498037001,10S EF 96844 52897,10S 596843 4052896
467,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,8,9/29/2014 0:00,10SEF9829249061,117LP38,DJPG0592234917,10S EF 98292 49061,10S 598291 4049060
468,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,1,9/29/2014 0:00,10SEF9681852575,117LP34,DJPG0496036827,10S EF 96818 52575,10S 596818 4052575
469,DISTURBANCE,Disturbance,Friendly,CWIED,0,0,9/29/2014 0:00,10SFF0513551853,117LP36,DJPG1053336384,10S FF 05135 51853,10S 605135 4051852
470,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,1,9/29/2014 0:00,10SEF9699552772,117LP35,DJPG0508036932,10S EF 96995 52772,10S 596995 4052772
471,IED EXPLOSION RPT,IED,Friendly,CWIED,7,1,9/29/2014 0:00,10SFF0449852943,117LP36,DJPG1011536977,10S FF 04498 52943,10S 604498 4052942
472,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,0,0,9/29/2014 0:00,10SFF0407551930,117LP35,DJPG0982336432,10S FF 04075 51930,10S 604074 4051929
473,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,5,9/29/2014 0:00,10SEF9632345740,117LP37,DJPG0457633134,10S EF 96323 45740,10S 596322 4045740
474,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,6,8,9/29/2014 0:00,10SFF0366449262,117LP38,DJPG0952634992,10S FF 03664 49262,10S 603664 4049262
475,ATTACK RPT,Attack,Friendly,Small Arms,9,9,9/29/2014 0:00,10SFF0414150118,117LP35,DJPG0985235452,10S FF 04141 50118,10S 604140 4050117
476,IED EXPLOSION RPT,IED,Friendly,VOIED,0,0,9/29/2014 0:00,10SFF0208252187,117LP35,DJPG0848836584,10S FF 02082 52187,10S 602081 4052186
477,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,0,9/29/2014 0:00,10SEF9822051436,117LP35,DJPG0589236202,10S EF 98220 51436,10S 598220 4051435
478,MINE STRIKE RPT,Mine,Neutral,Mine,1,0,9/29/2014 0:00,10SFF0453451674,117LP36,DJPG1012936291,10S FF 04534 51674,10S 604534 4051674
479,ATTACK RPT,Attack,Neutral,Small Arms,9,8,9/29/2014 0:00,10SFF0281249315,117LP35,DJPG0895535027,10S FF 02812 49315,10S 602812 4049315
480,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,0,9/29/2014 0:00,10SFF0020751182,117LP35,DJPG0722236053,10S FF 00207 51182,10S 600206 4051181
481,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,8,9,9/29/2014 0:00,10SFF0373551067,117LP35,DJPG0958835968,10S FF 03735 51067,10S 603734 4051067
482,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,0,9/29/2014 0:00,10SFF0116651331,117LP35,DJPG0786736127,10S FF 01166 51331,10S 601166 4051330
483,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,0,9/29/2014 0:00,10SFF0445752216,117LP36,DJPG1008136585,10S FF 04457 52216,10S 604456 4052216
484,SAFIRE RPT,Small Arms Fire,Friendly,Small Arms,1,8,9/29/2014 0:00,10SFF0452149670,117LP36,DJPG1010435207,10S FF 04521 49670,10S 604521 4049670
485,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,9/29/2014 0:00,10SFF0294650310,117LP35,DJPG0905235564,10S FF 02946 50310,10S 602945 4050310
486,IED EXPLOSION RPT,IED,Friendly,VOIED,8,0,9/29/2014 0:00,10SEF9603651746,117LP34,DJPG0442936383,10S EF 96036 51746,10S 596035 4051746
487,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,8,9/29/2014 0:00,10SFF0333849379,117LP35,DJPG0930835057,10S FF 03338 49379,10S 603338 4049378
488,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,9,1,9/29/2014 0:00,10SEF9671453039,117LP34,DJPG0489337079,10S EF 96714 53039,10S 596713 4053039
489,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,9/29/2014 0:00,10SFF0118150504,117LP35,DJPG0787035680,10S FF 01181 50504,10S 601180 4050504
490,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,8,9/29/2014 0:00,10SFF0270149397,117LP35,DJPG0888135071,10S FF 02701 49397,10S 602701 4049396
491,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,1,1,9/29/2014 0:00,10SEF9653252372,117LP34,DJPG0476736719,10S EF 96532 52372,10S 596532 4052371
492,ATTACK RPT,Attack,Friendly,Small Arms,9,8,9/30/2014 0:00,10SFF0439149962,117LP36,DJPG1001935366,10S FF 04391 49962,10S 604390 4049961
493,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,8,9/30/2014 0:00,10SFF0448249115,117LP39,DJPG1007334907,10S FF 04482 49115,10S 604482 4049114
494,IED EXPLOSION RPT,IED,Friendly,VOIED,0,4,9/30/2014 0:00,10SEF9614545319,117LP37,DJPG0445432907,10S EF 96145 45319,10S 596144 4045319
495,IED EXPLOSION RPT,IED,Friendly,VOIED,0,0,9/30/2014 0:00,10SFF0325851182,117LP35,DJPG0926936033,10S FF 03258 51182,10S 603258 4051181
496,MINE STRIKE RPT,Mine,Neutral,Mine,0,1,9/30/2014 0:00,10SFF0530353266,117LP36,DJPG1065837147,10S FF 05303 53266,10S 605303 4053266
497,ARREST,Arrest,Enemy,None,2,9,9/30/2014 0:00,10SEF9773050734,117LP35,DJPG0555835826,10S EF 97730 50734,10S 597729 4050733
498,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,9,1,9/30/2014 0:00,10SFF0344553005,117LP35,DJPG0940937018,10S FF 03445 53005,10S 603444 4053004
499,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,0,9/30/2014 0:00,10SFF0368051426,117LP35,DJPG0955436162,10S FF 03680 51426,10S 603679 4051425
500,IED EXPLOSION RPT,IED,Friendly,VOIED,2,8,9/30/2014 0:00,10SFF0455049768,117LP36,DJPG1012435260,10S FF 04550 49768,10S 604549 4049768
501,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,9/30/2014 0:00,10SFF0329550075,117LP35,DJPG0928535434,10S FF 03295 50075,10S 603295 4050075
502,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,8,9/30/2014 0:00,10SFF0329149817,117LP35,DJPG0928035295,10S FF 03291 49817,10S 603290 4049817
503,ARREST RPT,Arrest,Enemy,Unknown,5,1,9/30/2014 0:00,10SEF9651952576,117LP34,DJPG0475936829,10S EF 96519 52576,10S 596518 4052575
504,MEDEVAC RPT,Other,Neutral,Unknown,0,0,9/30/2014 0:00,10SFF0443151338,117LP36,DJPG1005736110,10S FF 04431 51338,10S 604430 4051338
505,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,9,9,9/30/2014 0:00,10SFF0380950578,117LP35,DJPG0963335703,10S FF 03809 50578,10S 603808 4050578
506,INDIRECT FIRE RPT,Indirect Fire,Neutral,Mortar,0,4,9/30/2014 0:00,10SEF9641945319,117LP37,DJPG0463832905,10S EF 96419 45319,10S 596419 4045319
507,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,0,8,9/30/2014 0:00,10SFF0486549038,117LP39,DJPG1032934863,10S FF 04865 49038,10S 604864 4049037
508,IED EXPLOSION RPT,IED,Friendly,VOIED,9,9,9/30/2014 0:00,10SFF0471050535,117LP36,DJPG1023735674,10S FF 04710 50535,10S 604709 4050535
509,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,9,9/30/2014 0:00,10SFF0249850288,117LP35,DJPG0875235555,10S FF 02498 50288,10S 602498 4050288
510,IED EXPLOSION RPT,IED,Friendly,VOIED,9,3,9/30/2014 0:00,10SFF0443454532,117LP36,DJPG1008537837,10S FF 04434 54532,10S 604433 4054532
511,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,1,0,9/30/2014 0:00,10SEF9637751871,117LP34,DJPG0465936449,10S EF 96377 51871,10S 596376 4051871
512,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,0,9/30/2014 0:00,10SFF0473552248,117LP36,DJPG1026836600,10S FF 04735 52248,10S 604735 4052247
513,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,2,5,9/30/2014 0:00,10SEF9635545811,117LP37,DJPG0459833172,10S EF 96355 45811,10S 596354 4045811
514,IED EXPLOSION RPT,IED,Friendly,Unknown,0,9,9/30/2014 0:00,10SEF9921450675,117LP35,DJPG0655335784,10S EF 99214 50675,10S 599214 4050674
515,INDIRECT FIRE RPT,Indirect Fire,Neutral,Mortar,8,0,10/1/2014 0:00,10SFF0300151775,117LP35,DJPG0910136355,10S FF 03001 51775,10S 603001 4051775
516,ATTACK RPT,Attack,Neutral,Small Arms,1,8,10/1/2014 0:00,10SFF0046449805,117LP35,DJPG0738435306,10S FF 00464 49805,10S 600464 4049805
517,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,0,10/1/2014 0:00,10SFF0393151554,117LP35,DJPG0972336230,10S FF 03931 51554,10S 603930 4051554
518,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,0,10/1/2014 0:00,10SFF0377951546,117LP35,DJPG0962136226,10S FF 03779 51546,10S 603778 4051545
519,IED EXPLOSION RPT,IED,Friendly,VOIED,5,0,10/1/2014 0:00,10SFF0296351193,117LP35,DJPG0907136041,10S FF 02963 51193,10S 602963 4051192
520,IED EXPLOSION RPT,IED,Friendly,Unknown,9,2,10/1/2014 0:00,10SEF9677053417,117LP34,DJPG0493437283,10S EF 96770 53417,10S 596769 4053417
521,IED EXPLOSION RPT,IED,Friendly,Unknown,0,1,10/1/2014 0:00,10SFF0373553247,117LP35,DJPG0960537147,10S FF 03735 53247,10S 603734 4053246
522,SAFIRE RPT,Small Arms Fire,Neutral,Small Arms,0,4,10/1/2014 0:00,10SEF9566744693,117LP37,DJPG0412932571,10S EF 95667 44693,10S 595667 4044692
523,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,2,0,10/1/2014 0:00,10SFF0165051276,117LP35,DJPG0819136094,10S FF 01650 51276,10S 601649 4051275
524,(COUNTER-INSURGENCY) DEFECTING RPT,Other,Friendly,Unknown,0,1,10/1/2014 0:00,10SEF9659952387,117LP34,DJPG0481236726,10S EF 96599 52387,10S 596598 4052386
525,SAFIRE RPT,Small Arms Fire,Neutral,Small Arms,0,9,10/1/2014 0:00,10SEF9779550337,117LP35,DJPG0559835610,10S EF 97795 50337,10S 597794 4050336
526,IED EXPLOSION RPT,IED,Friendly,VOIED,8,2,10/1/2014 0:00,10SFF0484753560,117LP36,DJPG1035437309,10S FF 04847 53560,10S 604847 4053559
527,IED EXPLOSION RPT,IED,Friendly,VOIED,5,1,10/1/2014 0:00,10SFF0203352264,117LP35,DJPG0845636626,10S FF 02033 52264,10S 602033 4052264
528,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,4,4,10/1/2014 0:00,10SEF9723444771,117LP38,DJPG0518032604,10S EF 97234 44771,10S 597233 4044770
529,IED EXPLOSION RPT,IED,Friendly,VOIED,1,0,10/1/2014 0:00,10SEF9464151594,117LP34,DJPG0349236310,10S EF 94641 51594,10S 594641 4051594
530,ATTACK RPT,Attack,Neutral,Small Arms,8,0,10/1/2014 0:00,10SFF0382051870,117LP35,DJPG0965136401,10S FF 03820 51870,10S 603819 4051869
531,IED EXPLOSION RPT,IED,Friendly,VOIED,8,0,10/1/2014 0:00,10SEF9722552010,117LP35,DJPG0522936519,10S EF 97225 52010,10S 597225 4052010
532,IED EXPLOSION RPT,IED,Friendly,Unknown,1,1,10/1/2014 0:00,10SFF0360152534,117LP35,DJPG0951036762,10S FF 03601 52534,10S 603601 4052534
533,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,0,10/1/2014 0:00,10SFF0142051392,117LP35,DJPG0803836158,10S FF 01420 51392,10S 601420 4051391
534,DISTURBANCE,Disturbance,Friendly,Small Arms,2,0,10/1/2014 0:00,10SFF0379951980,117LP35,DJPG0963836461,10S FF 03799 51980,10S 603799 4051979
535,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,8,8,10/2/2014 0:00,10SFF0432049068,117LP38,DJPG0996434883,10S FF 04320 49068,10S 604319 4049068
536,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,0,10/2/2014 0:00,10SFF0363251345,117LP35,DJPG0952136119,10S FF 03632 51345,10S 603632 4051344
537,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,4,9,10/2/2014 0:00,10SEF9982150755,117LP35,DJPG0696035824,10S EF 99821 50755,10S 599821 4050755
538,MINE STRIKE RPT,Mine,Neutral,Mine,4,9,10/2/2014 0:00,10SFF0426650055,117LP35,DJPG0993635417,10S FF 04266 50055,10S 604265 4050055
539,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,2,3,10/2/2014 0:00,10SFF0539255320,117LP36,DJPG1073438257,10S FF 05392 55320,10S 605392 4055320
540,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,9,10/2/2014 0:00,10SEF9912850808,117LP35,DJPG0649635857,10S EF 99128 50808,10S 599128 4050807
541,IED EXPLOSION RPT,IED,Friendly,Unknown,0,1,10/2/2014 0:00,10SFF0412652601,117LP35,DJPG0986236795,10S FF 04126 52601,10S 604125 4052601
542,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,4,0,10/2/2014 0:00,10SEF9882851896,117LP35,DJPG0630336447,10S EF 98828 51896,10S 598827 4051895
543,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,0,0,10/2/2014 0:00,10SFF0431251161,117LP35,DJPG0997536015,10S FF 04312 51161,10S 604311 4051160
544,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,1,5,10/3/2014 0:00,10SEF9643645905,117LP37,DJPG0465333222,10S EF 96436 45905,10S 596435 4045905
545,MINE STRIKE RPT,Mine,Neutral,Mine,9,0,10/3/2014 0:00,10SFF0235651126,117LP35,DJPG0866436008,10S FF 02356 51126,10S 602356 4051125
546,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,2,10/3/2014 0:00,10SEF9560953430,117LP34,DJPG0415537297,10S EF 95609 53430,10S 595608 4053429
547,IED EXPLOSION RPT,IED,Friendly,VOIED,0,2,10/3/2014 0:00,10SFF0468554084,117LP36,DJPG1025037593,10S FF 04685 54084,10S 604685 4054083
548,ATTACK RPT,Attack,Friendly,Hand Grenade,9,9,10/3/2014 0:00,10SFF0002650115,117LP35,DJPG0709335477,10S FF 00026 50115,10S 600026 4050114
549,IED EXPLOSION RPT,IED,Friendly,VOIED,0,3,10/3/2014 0:00,10SFF0583355369,117LP36,DJPG1103138280,10S FF 05833 55369,10S 605833 4055368
550,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,0,1,10/3/2014 0:00,10SFF0204552222,117LP35,DJPG0846336603,10S FF 02045 52222,10S 602044 4052221
551,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,1,10/3/2014 0:00,10SEF9599453013,117LP34,DJPG0441037069,10S EF 95994 53013,10S 595993 4053012
552,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,6,3,10/3/2014 0:00,10SFF0561955574,117LP36,DJPG1088938393,10S FF 05619 55574,10S 605618 4055574
553,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,0,8,10/3/2014 0:00,10SFF0017549233,117LP38,DJPG0718634999,10S FF 00175 49233,10S 600174 4049232
554,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,9,10/25/2014 0:00,10SFF0380950578,117LP35,DJPG0963335703,10S FF 03809 50578,10S 603808 4050578
555,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,4,1,10/25/2014 0:00,10SFF0490353230,117LP36,DJPG1038937130,10S FF 04903 53230,10S 604902 4053230
556,IED EXPLOSION RPT,IED,Friendly,VOIED,0,9,10/25/2014 0:00,10SFF0133850819,117LP35,DJPG0797835849,10S FF 01338 50819,10S 601337 4050818
557,ATTACK RPT,Attack,Friendly,Small Arms,1,9,10/25/2014 0:00,10SEF9944250923,117LP35,DJPG0670835918,10S EF 99442 50923,10S 599442 4050923
558,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,0,10/25/2014 0:00,10SFF0431251161,117LP35,DJPG0997536015,10S FF 04312 51161,10S 604311 4051160
559,PROPAGANDA,Propaganda,Friendly,RPG,5,0,10/25/2014 0:00,10SFF0384652003,117LP35,DJPG0967036473,10S FF 03846 52003,10S 603846 4052002
560,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,10/25/2014 0:00,10SFF0206450702,117LP35,DJPG0846435781,10S FF 02064 50702,10S 602063 4050701
561,ATTACK RPT,Attack,Neutral,Small Arms,9,9,10/25/2014 0:00,10SEF9830550722,117LP35,DJPG0594335816,10S EF 98305 50722,10S 598305 4050722
562,ATTACK RPT,Attack,Neutral,Small Arms,0,6,10/25/2014 0:00,10SEF9674747445,117LP37,DJPG0487434053,10S EF 96747 47445,10S 596747 4047444
563,IED EXPLOSION RPT,IED,Friendly,VOIED,0,8,10/25/2014 0:00,10SEF9944149341,117LP35,DJPG0669435062,10S EF 99441 49341,10S 599440 4049340
564,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,0,1,10/25/2014 0:00,10SFF0412652601,117LP35,DJPG0986236795,10S FF 04126 52601,10S 604125 4052601
565,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,1,0,10/25/2014 0:00,10SFF0176051216,117LP35,DJPG0826436061,10S FF 01760 51216,10S 601760 4051215
566,DETAIN RPT,Detain,Enemy,Unknown,0,9,10/25/2014 0:00,10SEF9887350482,117LP35,DJPG0632235682,10S EF 98873 50482,10S 598873 4050481
567,IED EXPLOSION RPT,IED,Friendly,VOIED,3,9,10/25/2014 0:00,10SFF0133950863,117LP35,DJPG0797935873,10S FF 01339 50863,10S 601338 4050862
568,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,1,9,10/25/2014 0:00,10SFF0094750515,117LP35,DJPG0771435687,10S FF 00947 50515,10S 600947 4050515
569,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,5,10/25/2014 0:00,10SEF9607545606,117LP37,DJPG0440933063,10S EF 96075 45606,10S 596074 4045605
570,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,8,10/25/2014 0:00,10SFF0481549180,117LP39,DJPG1029734940,10S FF 04815 49180,10S 604815 4049179
571,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,2,9,10/25/2014 0:00,10SEF9769750653,117LP35,DJPG0553535782,10S EF 97697 50653,10S 597697 4050653
572,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,5,9,10/25/2014 0:00,10SEF9875350468,117LP35,DJPG0624135676,10S EF 98753 50468,10S 598752 4050468
573,IED EXPLOSION RPT,IED,Friendly,VOIED,0,9,10/25/2014 0:00,10SFF0141750637,117LP35,DJPG0803035750,10S FF 01417 50637,10S 601417 4050637
574,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,9,9,10/25/2014 0:00,10SEF9951650976,117LP35,DJPG0675735945,10S EF 99516 50976,10S 599515 4050975
575,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,10/25/2014 0:00,10SEF9876751913,117LP35,DJPG0626236457,10S EF 98767 51913,10S 598766 4051913
576,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,4,1,10/25/2014 0:00,10SEF9629553198,117LP34,DJPG0461437167,10S EF 96295 53198,10S 596295 4053198
577,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,2,0,10/25/2014 0:00,10SFF0384351753,117LP35,DJPG0966636338,10S FF 03843 51753,10S 603842 4051753
578,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,9,10/25/2014 0:00,10SFF0173650952,117LP35,DJPG0824635919,10S FF 01736 50952,10S 601735 4050952
579,ATTACK RPT,Attack,Neutral,Small Arms,9,8,10/25/2014 0:00,10SEF9963149567,117LP35,DJPG0682435183,10S EF 99631 49567,10S 599630 4049566
580,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,0,10/25/2014 0:00,10SFF0394751821,117LP35,DJPG0973636374,10S FF 03947 51821,10S 603947 4051821
581,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,1,10/26/2014 0:00,10SEF9653252372,117LP34,DJPG0476736719,10S EF 96532 52372,10S 596532 4052371
582,IED EXPLOSION RPT,IED,Friendly,VOIED,4,1,10/26/2014 0:00,10SEF9737152614,117LP35,DJPG0533136845,10S EF 97371 52614,10S 597371 4052613
583,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,8,0,10/26/2014 0:00,10SFF0130851417,117LP35,DJPG0796336172,10S FF 01308 51417,10S 601308 4051416
584,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,9,1,10/26/2014 0:00,10SEF9709052912,117LP35,DJPG0514537007,10S EF 97090 52912,10S 597090 4052911
585,ARSON,Arson,Friendly,Small Arms,1,9,10/26/2014 0:00,10SFF0163950640,117LP35,DJPG0817935750,10S FF 01639 50640,10S 601639 4050639
586,ARREST RPT,Arrest,Neutral,Small Arms,0,5,10/26/2014 0:00,10SEF9668045613,117LP37,DJPG0481533063,10S EF 96680 45613,10S 596679 4045613
587,INDIRECT FIRE RPT,Indirect Fire,Friendly,Unknown,0,1,10/26/2014 0:00,10SEF9513952926,117LP34,DJPG0383637027,10S EF 95139 52926,10S 595139 4052925
588,IED EXPLOSION RPT,IED,Friendly,VOIED,8,4,10/26/2014 0:00,10SEF9676545046,117LP37,DJPG0486832755,10S EF 96765 45046,10S 596765 4045045
589,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,0,9,10/26/2014 0:00,10SEF9788850542,117LP35,DJPG0566235721,10S EF 97888 50542,10S 597888 4050541
590,IED EXPLOSION RPT,IED,Friendly,VOIED,0,2,10/26/2014 0:00,10SFF0348253364,117LP35,DJPG0943737211,10S FF 03482 53364,10S 603482 4053363
591,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,0,0,10/26/2014 0:00,10SEF9635651985,117LP34,DJPG0464636510,10S EF 96356 51985,10S 596356 4051984
592,DIRECT FIRE RPT,Direct Fire,Friendly,Mortar,1,0,10/26/2014 0:00,10SEF9600552029,117LP34,DJPG0441036537,10S EF 96005 52029,10S 596004 4052029
593,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,10/26/2014 0:00,10SEF9944250923,117LP35,DJPG0670835918,10S EF 99442 50923,10S 599442 4050923
594,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,1,9,10/27/2014 0:00,10SEF9366850451,117LP34,DJPG0283135697,10S EF 93668 50451,10S 593668 4050450
595,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,9,10/27/2014 0:00,10SFF0132150754,117LP35,DJPG0796635814,10S FF 01321 50754,10S 601321 4050753
596,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,5,7,10/27/2014 0:00,10SEF9738548329,117LP38,DJPG0530834527,10S EF 97385 48329,10S 597384 4048329
597,INDIRECT FIRE RPT,Indirect Fire,Neutral,Mortar,0,1,10/27/2014 0:00,10SFF0497153232,117LP36,DJPG1043537130,10S FF 04971 53232,10S 604971 4053232
598,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,9,9,10/27/2014 0:00,10SFF0033450152,117LP35,DJPG0730035495,10S FF 00334 50152,10S 600334 4050151
599,SAFIRE RPT,Small Arms Fire,Friendly,Small Arms,9,1,10/27/2014 0:00,10SFF0202052238,117LP35,DJPG0844736612,10S FF 02020 52238,10S 602019 4052238
600,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,10/27/2014 0:00,10SFF0384351753,117LP35,DJPG0966636338,10S FF 03843 51753,10S 603842 4051753
601,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,2,10/27/2014 0:00,10SFF0490353711,117LP36,DJPG1039337390,10S FF 04903 53711,10S 604903 4053710
602,SAFIRE RPT,Small Arms Fire,Neutral,Small Arms,8,9,10/27/2014 0:00,10SFF0013350143,117LP35,DJPG0716535491,10S FF 00133 50143,10S 600132 4050143
603,IED EXPLOSION RPT,IED,Friendly,VOIED,5,8,10/27/2014 0:00,10SEF9864949102,117LP38,DJPG0616234938,10S EF 98649 49102,10S 598649 4049102
604,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,9,0,10/27/2014 0:00,10SEF9608351525,117LP34,DJPG0445936264,10S EF 96083 51525,10S 596083 4051525
605,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,0,9,10/27/2014 0:00,10SFF0210051039,117LP35,DJPG0849135963,10S FF 02100 51039,10S 602100 4051038
606,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,9,1,10/27/2014 0:00,10SEF9749752514,117LP35,DJPG0541536790,10S EF 97497 52514,10S 597496 4052514
607,DETAIN RPT,Detain,Enemy,Unknown,9,0,10/28/2014 0:00,10SFF0384351753,117LP35,DJPG0966636338,10S FF 03843 51753,10S 603842 4051753
608,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,1,10/28/2014 0:00,10SFF0529652634,117LP36,DJPG1064736805,10S FF 05296 52634,10S 605295 4052633
609,ATTACK RPT,Attack,Friendly,Hand Grenade,9,1,10/28/2014 0:00,10SFF0426052748,117LP35,DJPG0995436874,10S FF 04260 52748,10S 604259 4052748
610,IED EXPLOSION RPT,IED,Friendly,VOIED,0,8,10/28/2014 0:00,10SEF9993749924,117LP35,DJPG0703135374,10S EF 99937 49924,10S 599936 4049923
611,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,8,10/28/2014 0:00,10SEF9882349741,117LP35,DJPG0628335282,10S EF 98823 49741,10S 598822 4049740
612,IED EXPLOSION RPT,IED,Friendly,VOIED,9,1,10/28/2014 0:00,10SFF0448953232,117LP36,DJPG1011137134,10S FF 04489 53232,10S 604489 4053231
613,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,3,10/28/2014 0:00,10SFF0506155450,117LP36,DJPG1051338330,10S FF 05061 55450,10S 605060 4055450
614,DIRECT FIRE RPT,Direct Fire,Friendly,Mortar,0,2,10/28/2014 0:00,10SFF0437153751,117LP36,DJPG1003637415,10S FF 04371 53751,10S 604370 4053750
615,ATTACK RPT,Attack,Friendly,Small Arms,8,8,10/28/2014 0:00,10SFF0095149902,117LP35,DJPG0771235356,10S FF 00951 49902,10S 600951 4049901
