AttackMode,Target,TargetSect,TGTType,TargetSubt,TargetNati,Inside,SuicideAtt,CounterAtt,AttackScal,NoAttacks,DMGScale,DMGDetail,EventTitle,TargetGrou,TargetType,TargetReqi,TargetCoun,NonTargetF,TargetFata,TotalFatal,NonTargetW,TargetWoun,TotalWound,Hostages,Injuries,Notes,Source,Descriptio,EvID,Location,Event_DESC
Explosive Device,US Military convoy,Military,People,Group,United States,N,Y,Investigation,Micro,1,No known physical damage,None,Explosive device found and cleared,Taliban,Militant Islamist,South Asia,Afghanistan,0,0,0,0,0,0,0,None,,US Military,An explosive device was discovered and disarmed.,229,41SLR6520765065,House Borne IED (HBIED) Found/Cleared
Standoff Weapon,US Soldiers,Military,People,Group,United States,N,N,Attack,Micro,0,No known physical damage,None,RPG fired at US Soldiers,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,10,0,10,0,0,0,0,None,,US Military,10 people were killed in the attack.,230,42SWE5638967819,IDF/RPG
Assault,US Soldiers,Military,People,Group,United States,N,N,Attack,Micro,0,No known physical damage,None,Militants throw rocks at US Soldiers,Taliban,Militant Islamist,South Asia,Afghanistan,0,2,2,0,1,1,0,None,Target killed in counterattack; Target wounded in counterattack;,US Military,US Soldiers attacked by group of rock throwing militants. 2 people were killed in the attack. One individual suffered minor injuries.,231,42SVE1581784277,Rock Throwing
Standoff Weapon,US Military convoy,Military,People,Group,United States,N,N,Other,Macro,1,Destruction of a vehicle,Blast destroyed vehicle beyond repair,Mortar fired at US Military convoy,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,2,0,2,9,0,9,0,Major injuries,,US Military,Mortar was fired at US Military convoy. 2 people were killed in the attack. The attackers seriously injured 9 people.,232,42SVE1483885446,Mortar
Other,Civilians,Civilian,People,Random Selection,Afghanistan,N,Y,Other,Micro,1,No known physical damage,None,Suicide bomber strikes,Taliban,Militant Islamist,South Asia,Afghanistan,3,1,4,2,0,2,0,Minor injuries,Suicide bomber killed in attack;,Afghanistan Government,A suicide bomber detonated an IED at a public gathering. 4 people were killed in the attack. 2 people suffered minor injuries.,233,41SMR1165848173,Person Born IED (PBIED)
Other,Civilians,Civilian,People,Random Selection,Afghanistan,N,Y,Other,Micro,1,No known physical damage,None,Suicide vehicle born IED attacke,Taliban,Militant Islamist,South Asia,Afghanistan,1,1,2,5,0,5,0,Major injuries,Suicide bomber killed in attack;,Afghanistan Government,A suicide bomber drove a vehicle into a crowded area. 2 people were killed in the attack. The attackers seriously injured 5 people.,234,41RMR6340418739,Suicide Vehichile IED (SVBIED)
Ambush,Afghan government official,Government,People,Individual,Afghanistan,N,N,Legal/Diplomatic,Micro,1,No known physical damage,None,Afghan government official kidnapped by Taliban,Taliban,Militant Islamist,South Asia,Afghanistan,0,0,0,1,0,1,1,Minor injury,Hostages taken;,Afghanistan Government,Afghan government official was kidnapped by members of Taliban. One individual suffered minor injuries.,235,42SXF3502098831,Kidnapping
Explosive Device,Afghan Police,Military,People,Random Selection,Afghanistan,N,N,Other,Micro,1,No known physical damage,None,Unexploded ordnance discovered,Taliban,Militant Islamist,South Asia,Afghanistan,0,0,0,0,0,0,0,None,,Afghanistan Government,Unexploded ordnance located.,236,42SXD0373040421,Unexploded Ordnance (UXO)
Multimode Attack,US Military Checkpoint,Military,People,Random Selection,United States,N,N,Attack,Micro,1,No known physical damage,None,US Military Checkpoint target of explosion,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,0,0,0,4,0,4,0,Major injuries,,US Military,Explosive device detonated. The attackers seriously injured 4 people.,237,42SXD3499711270,IDF/IED
Multimode Attack,Afghan Security Post,Military,People,Group,Afghanistan,N,N,Attack,Micro,0,Destruction of a vehicle,Blast destroyed vehicle beyond repair,Grenades thrown at Afghan Security Post,Taliban,Militant Islamist,South Asia,Afghanistan,1,0,1,3,0,3,0,Major and minor injuries,,Afghanistan Government,Grenades thrown at Afghan Security Post. One person was killed in the attack. 3 people suffered minor injuries.,238,42SWD7712418351,IDF/Grenade
Ambush,Market,Civilian,Building,Building,Afghanistan,N,N,Investigation,Micro,1,Destruction of a building,Market destroyed in attack,Arsonist sets fire to Market,Taliban,Militant Islamist,South Asia,Afghanistan,2,0,2,1,0,1,0,Minor injury,,Afghanistan Government,An arsonist set fire to Market. 2 people were killed in the attack. One individual suffered minor injuries.,239,42SWD9535331229,Arson
Explosive Device,Afghan Police,Military,People,Random Selection,Afghanistan,N,Y,Other,Micro,1,No known physical damage,None,Unexploded ordnance discovered,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,0,0,0,0,0,0,0,None,,Afghanistan Government,Unexploded ordnance located.,240,42SWD9535630963,Unexploded Ordnance (UXO)
Explosive Device,Bus Station,Infrastructure|Transport,Transportation,Building,Afghanistan,N,N,Investigation,Micro,1,Destruction of a building,Blast destroyed Bus Station,Bus Station target of explosion,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,0,0,0,1,0,1,0,Major injury,,Afghanistan Government,Explosive device detonated. One individual suffered minor injuries.,241,42SXD3313609286,Explosion
Standoff Weapon,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,3,No known physical damage,None,RPG fired at US Military Checkpoint,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,1,0,1,5,0,5,0,Minor injuries,,US Military,One person was killed in the attack. 5 people suffered minor injuries.,242,42SWD8852373884,IDF/RPG
Explosive Device,US Military Checkpoint,Military,People,Random Selection,United States,N,N,Other,Micro,1,No known physical damage,None,US Military Checkpoint target of explosion,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,5,0,5,2,0,2,0,Minor injuries,,US Military,Explosive device detonated. 5 people were killed in the attack. 2 people suffered minor injuries.,243,42SXD3485110760,Mine
Ambush,Civilians,Civilian,People,Group,Afghanistan,N,N,Investigation,Micro,1,No known physical damage,None,Drive by shooting,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,2,0,2,4,0,4,0,Major injuries,,Afghanistan Government,Drive by shooting occured. 2 people were killed in the attack. The attackers seriously injured 4 people.,244,42SXD3667409742,Drive by Shooting
Standoff Weapon,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,1,No known physical damage,None,RPG fired at US Military Checkpoint,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,0,0,0,4,0,4,0,Major and minor injuries,,US Military,4 people suffered minor injuries.,245,42SWD8669873866,IDF/RPG
Other,Afghan Soldiers,Military,People,Group,Afghanistan,N,N,Attack,Micro,0,No known physical damage,None,Afghan Soldiers attacked by snipers,Taliban,Militant Islamist,South Asia,Afghanistan,1,0,1,1,0,1,0,Major injury,,Afghanistan Government,Snipers fired at Afghan Soldiers. One person was killed in the attack. One individual suffered minor injuries.,246,42SXD3610789478,Sniper Ops
Ambush,US Military convoy,Military,People,Group,United States,N,N,Attack,Micro,1,Destruction of a vehicle,Vehicle destroyed in attack,Combat between US Military convoy and members of Taliban,Taliban,Militant Islamist,South Asia,Afghanistan,0,0,0,0,4,4,0,None,Target wounded in counterattack;,US Military,US Military convoy engaged in combat. 4 people suffered minor injuries.,247,42SWD8355018407,Combat
Ambush,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,0,No known physical damage,None,Combat between US Military Checkpoint and members of Taliban,Taliban,Militant Islamist,South Asia,Afghanistan,0,1,1,4,2,6,0,Major injuries,Target killed in counterattack; Target wounded in counterattack;,US Military,US Military Checkpoint engaged in combat. One person was killed in the attack. The attackers seriously injured 6 people.,248,42SXD3197111724,Combat
Ambush,Civilian,<Null>,<Null>,<Null>,Afghanistan,N,N,Legal/Diplomatic,Micro,1,No known physical damage,None,Civilian murdered,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,1,0,1,1,0,1,0,Major injury,,Afghanistan Government,Civilian murdered by suspected member of Al-Qaeda. One person was killed in the attack. One individual suffered minor injuries.,249,42SXD3374110565,Murder
Ambush,Civilian,<Null>,<Null>,<Null>,Afghanistan,N,N,Legal/Diplomatic,Micro,1,No known physical damage,None,Civilian murdered,Taliban,Militant Islamist,South Asia,Afghanistan,1,0,1,1,0,1,0,Major injury,,Afghanistan Government,Civilian murdered by suspected member of Taliban. One person was killed in the attack. One individual suffered minor injuries.,250,42SXD0420659127,Murder
Explosive Device,Afghan Police,Military,People,Random Selection,Afghanistan,N,Y,Other,Micro,1,No known physical damage,None,Unexploded ordnance discovered,Taliban,Militant Islamist,South Asia,Afghanistan,0,0,0,0,0,0,0,None,,Afghanistan Government,Unexploded ordnance located.,251,42SWD9205859565,Unexploded Ordnance (UXO)
Explosive Device,US Military Checkpoint,Military,People,Group,United States,N,Y,Investigation,Micro,1,No known physical damage,None,US Military Checkpoint target of explosion,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,3,0,3,7,0,7,0,Major injuries,,US Military,Explosive device detonated. 3 people were killed in the attack. The attackers seriously injured 7 people.,252,42SWD7530662430,House Borne IED (HBIED) Explosion
Explosive Device,Afghan Security Post,Military,People,Random Selection,Afghanistan,N,N,Other,Micro,1,Destruction of a vehicle,Blast destroyed vehicle beyond repair,Afghan Security Post target of explosion,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,3,0,3,5,0,5,0,Major and minor injuries,,Afghanistan Government,Explosive device detonated. 3 people were killed in the attack. 5 people suffered minor injuries.,253,42SXD3264910461,Mine
Ambush,US Military convoy,Military,People,Group,United States,N,N,Attack,Micro,3,Damage to a vehicle,Vehicle engine damaged in attack,Combat between US Military convoy and members of Taliban,Taliban,Militant Islamist,South Asia,Afghanistan,4,0,4,2,1,3,0,Major injuries,Target wounded in counterattack;,US Military,US Military convoy engaged in combat. 4 people were killed in the attack. The attackers seriously injured 3 people.,254,42SXD3263807698,Combat
Ambush,Afghan Soldiers,Military,People,Group,Afghanistan,N,N,Attack,Micro,3,No known physical damage,None,Afghan Soldiersambushed by Taliban,Taliban,Militant Islamist,South Asia,Afghanistan,1,0,1,4,0,4,2,Minor injuries,Hostages taken;,Afghanistan Government,Suspected members of Taliban ambushed Afghan Soldiers. One person was killed in the attack. 4 people suffered minor injuries.,255,42SWD8791344740,Ambush
Explosive Device,US Military convoy,Military,People,Group,United States,N,Y,Investigation,Micro,1,No known physical damage,None,Explosive device found and cleared,Taliban,Militant Islamist,South Asia,Afghanistan,0,0,0,0,0,0,0,None,,US Military,An explosive device was discovered and disarmed.,256,42SXD1038745719,House Borne IED (HBIED) Found/Cleared
Multimode Attack,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Macro,2,No known physical damage,None,US Military Checkpoint fired on byAl-Qaeda,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,4,3,7,3,1,4,0,Major injuries,Target killed in counterattack; Target wounded in counterattack;,US Military,US Military Checkpoint came under attack. 7 people were killed in the attack. The attackers seriously injured 4 people.,257,42SWD9097858720,IDF/Small Arms Fire (SAF)
Explosive Device,Market,Civilian,Building,Building,Afghanistan,N,N,Investigation,Macro,1,Damage to a building,Blast caused partial structural damage to Market,Market target of explosion,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,7,0,7,5,0,5,0,Minor injuries,,Afghanistan Government,Explosive device detonated. 7 people were killed in the attack. 5 people suffered minor injuries.,258,42SXD2043239640,Explosion
Other,Afghan Soldiers,Military,People,Group,Afghanistan,N,N,Attack,Micro,3,No known physical damage,None,Afghan Soldiers attacked by snipers,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,1,0,1,1,0,1,0,Minor injury,,Afghanistan Government,Snipers fired at Afghan Soldiers. One person was killed in the attack. One individual suffered minor injuries.,259,42SWD7646317816,Sniper Ops
Other,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,1,No known physical damage,None,Indirect fire attack,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,3,0,3,5,2,7,0,Minor injuries,Target wounded in counterattack;,US Military,Indirect fire attack. 3 people were killed in the attack. 7 people suffered minor injuries.,260,42SWD8553757004,Indirect Fire (IDF)
Other,Afghan Soldiers,Military,People,<Null>,Afghanistan,N,N,Investigation,Micro,1,No known physical damage,None,,Taliban,Militant Islamist,South Asia,Afghanistan,0,0,0,0,0,0,0,None,,Afghanistan Government,,261,42SXD3322110531,Accident
Assasination,Afghan government official,Government,People,Individual,Afghanistan,N,N,Legal/Diplomatic,Micro,1,No known physical damage,None,Afghan government official assasinated,Taliban,Militant Islamist,South Asia,Afghanistan,1,0,1,1,0,1,0,Minor injury,,Afghanistan Government,Afghan government official was assassinated by suspected member of Taliban. One person was killed in the attack. One individual suffered minor injuries.,262,42SWD7795349919,Assasination
Ambush,Civilians,Civilian,People,Group,Afghanistan,N,N,Investigation,Micro,1,No known physical damage,None,Drive by shooting,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,7,0,7,2,0,2,0,Major and minor injuries,,Afghanistan Government,Drive by shooting occured. 7 people were killed in the attack. 2 people suffered minor injuries.,263,42SXD1590751631,Drive by Shooting
Standoff Weapon,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,3,No known physical damage,None,RPG fired at US Military Checkpoint,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,1,0,1,5,0,5,0,Minor injuries,,US Military,One person was killed in the attack. 5 people suffered minor injuries.,264,42SXD3508909413,IDF/RPG
Standoff Weapon,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,1,No known physical damage,None,RPG fired at US Military Checkpoint,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,0,0,0,4,0,4,0,Major and minor injuries,,US Military,4 people suffered minor injuries.,265,42SXD3413108750,IDF/RPG
Explosive Device,Afghan Police,Military,People,Random Selection,Afghanistan,N,Y,Other,Micro,1,No known physical damage,None,Unexploded ordnance discovered,Taliban,Militant Islamist,South Asia,Afghanistan,0,0,0,0,0,0,0,None,,Afghanistan Government,Unexploded ordnance located.,266,42SXD3301611614,Unexploded Ordnance (UXO)
Multimode Attack,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Macro,2,No known physical damage,None,US Military Checkpoint fired on byAl-Qaeda,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,4,3,7,3,1,4,0,Major injuries,Target killed in counterattack; Target wounded in counterattack;,US Military,US Military Checkpoint came under attack. 7 people were killed in the attack. The attackers seriously injured 4 people.,267,42SXD3508909413,IDF/Small Arms Fire (SAF)
Other,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,1,No known physical damage,None,Indirect fire attack,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,3,0,3,5,2,7,0,Minor injuries,Target wounded in counterattack;,US Military,Indirect fire attack. 3 people were killed in the attack. 7 people suffered minor injuries.,268,42SXD3469910383,Indirect Fire (IDF)
Other,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Macro,1,No known physical damage,None,Indirect fire attack,Taliban,Militant Islamist,South Asia,Afghanistan,2,2,4,5,2,7,0,Major injuries,Target killed in counterattack; Target wounded in counterattack;,US Military,Indirect fire attack. 4 people were killed in the attack. The attackers seriously injured 7 people.,269,42SXD5525010616,Indirect Fire (IDF)
Other,Afghan Security Post,Military,People,Group,Afghanistan,N,N,Attack,Micro,3,No known physical damage,None,Afghan Security Post attacked by snipers,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,1,0,1,1,0,1,0,Minor injury,,Afghanistan Government,Snipers fired at Afghan Security Post. One person was killed in the attack. One individual suffered minor injuries.,270,42SXD3461309207,Sniper Ops
Multimode Attack,US Military Checkpoint,Military,People,Random Selection,United States,N,N,Attack,Micro,1,No known physical damage,None,US Military Checkpoint target of explosion,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,0,0,0,4,0,4,0,Major injuries,,US Military,Explosive device detonated. The attackers seriously injured 4 people.,271,42SXD3612309248,IDF/IED
Explosive Device,Bus Station,Infrastructure|Transport,Transportation,Building,Afghanistan,N,N,Investigation,Micro,1,Destruction of a building,Blast destroyed Bus Station,Bus Station target of explosion,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,0,0,0,1,0,1,0,Major injury,,Afghanistan Government,Explosive device detonated. One individual suffered minor injuries.,272,42SXD3277310971,Explosion
Explosive Device,US Military Checkpoint,Military,People,Random Selection,United States,N,N,Other,Micro,1,No known physical damage,None,US Military Checkpoint target of explosion,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,5,0,5,2,0,2,0,Minor injuries,,US Military,Explosive device detonated. 5 people were killed in the attack. 2 people suffered minor injuries.,273,42SXD3452707925,Mine
Ambush,Civilians,Civilian,People,Group,Afghanistan,N,N,Investigation,Micro,1,No known physical damage,None,Drive by shooting,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,2,0,2,4,0,4,0,Major injuries,,Afghanistan Government,Drive by shooting occured. 2 people were killed in the attack. The attackers seriously injured 4 people.,274,42SXD3232411576,Drive by Shooting
Ambush,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,0,No known physical damage,None,Combat between US Military Checkpoint and members of Taliban,Taliban,Militant Islamist,South Asia,Afghanistan,0,1,1,4,2,6,0,Major injuries,Target killed in counterattack; Target wounded in counterattack;,US Military,US Military Checkpoint engaged in combat. One person was killed in the attack. The attackers seriously injured 6 people.,275,42SXD3494612496,Combat
Ambush,Civilian,<Null>,<Null>,<Null>,Afghanistan,N,N,Legal/Diplomatic,Micro,1,No known physical damage,None,Civilian murdered,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,1,0,1,1,0,1,0,Major injury,,Afghanistan Government,Civilian murdered by suspected member of Al-Qaeda. One person was killed in the attack. One individual suffered minor injuries.,276,42SXD4782611617,Murder
Explosive Device,Afghan Security Post,Military,People,Random Selection,Afghanistan,N,N,Other,Micro,1,Destruction of a vehicle,Blast destroyed vehicle beyond repair,Afghan Security Post target of explosion,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,3,0,3,5,0,5,0,Major and minor injuries,,Afghanistan Government,Explosive device detonated. 3 people were killed in the attack. 5 people suffered minor injuries.,277,42SXD2697818329,Mine
Ambush,US Military convoy,Military,People,Group,United States,N,N,Attack,Micro,3,Damage to a vehicle,Vehicle engine damaged in attack,Combat between US Military convoy and members of Taliban,Taliban,Militant Islamist,South Asia,Afghanistan,4,0,4,2,1,3,0,Major injuries,Target wounded in counterattack;,US Military,US Military convoy engaged in combat. 4 people were killed in the attack. The attackers seriously injured 3 people.,278,42SXD2076225272,Combat
Other,Afghan Soldiers,Military,People,<Null>,Afghanistan,N,N,Investigation,Micro,1,No known physical damage,None,,Taliban,Militant Islamist,South Asia,Afghanistan,0,0,0,0,0,0,0,None,,Afghanistan Government,,279,42SXD3209833287,Accident
Standoff Weapon,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,3,No known physical damage,None,RPG fired at US Military Checkpoint,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,1,0,1,5,0,5,0,Minor injuries,,US Military,One person was killed in the attack. 5 people suffered minor injuries.,280,42SXD4304315722,IDF/RPG
Standoff Weapon,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,1,No known physical damage,None,RPG fired at US Military Checkpoint,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,0,0,0,4,0,4,0,Major and minor injuries,,US Military,4 people suffered minor injuries.,281,42SXD4120715693,IDF/RPG
Explosive Device,Afghan Police,Military,People,Random Selection,Afghanistan,N,Y,Other,Micro,1,No known physical damage,None,Unexploded ordnance discovered,Taliban,Militant Islamist,South Asia,Afghanistan,0,0,0,0,0,0,0,None,,Afghanistan Government,Unexploded ordnance located.,282,42SXD3400309618,Unexploded Ordnance (UXO)
Multimode Attack,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Macro,2,No known physical damage,None,US Military Checkpoint fired on byAl-Qaeda,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,4,3,7,3,1,4,0,Major injuries,Target killed in counterattack; Target wounded in counterattack;,US Military,US Military Checkpoint came under attack. 7 people were killed in the attack. The attackers seriously injured 4 people.,283,42SXD4560100473,IDF/Small Arms Fire (SAF)
Other,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,1,No known physical damage,None,Indirect fire attack,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,3,0,3,5,2,7,0,Minor injuries,Target wounded in counterattack;,US Military,Indirect fire attack. 3 people were killed in the attack. 7 people suffered minor injuries.,284,42SXD2790311858,Indirect Fire (IDF)
Ambush,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,0,No known physical damage,None,Combat between US Military Checkpoint and members of Taliban,Taliban,Militant Islamist,South Asia,Afghanistan,0,1,1,4,2,6,0,Major injuries,Target killed in counterattack; Target wounded in counterattack;,US Military,US Military Checkpoint engaged in combat. One person was killed in the attack. The attackers seriously injured 6 people.,285,42SXD2541617229,Combat
Other,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Macro,1,No known physical damage,None,Indirect fire attack,Taliban,Militant Islamist,South Asia,Afghanistan,2,2,4,5,2,7,0,Major injuries,Target killed in counterattack; Target wounded in counterattack;,US Military,Indirect fire attack. 4 people were killed in the attack. The attackers seriously injured 7 people.,286,42SXD2648113384,Indirect Fire (IDF)
Explosive Device,US Military Checkpoint,Military,People,Random Selection,United States,N,N,Other,Micro,1,No known physical damage,None,US Military Checkpoint target of explosion,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,5,0,5,2,0,2,0,Minor injuries,,US Military,Explosive device detonated. 5 people were killed in the attack. 2 people suffered minor injuries.,287,42SXD2509216122,Mine
Other,US Military Checkpoint,Military,People,Group,United States,N,N,Attack,Micro,1,No known physical damage,None,Indirect fire attack,Al-Qaeda,Militant Islamist,South Asia,Afghanistan,3,0,3,5,2,7,0,Minor injuries,Target wounded in counterattack;,US Military,Indirect fire attack. 3 people were killed in the attack. 7 people suffered minor injuries.,288,42SXD2429110409,Indirect Fire (IDF)
